vid,title,tag,time,duration,views,link
ZiUFilFbF5c,RAFATHAR DILATIH BOLA LANGSUNG RONALDINHO??!! RAFFI NAGITA SUPPORT SAMPAI JADI PEMAIN INTERNATIONAL,Entertainment,2 days ago,21:48,"976,098 views",https://www.youtube.com/watch?v=ZiUFilFbF5c
HbnzT40xFFQ,JD Eleven - See You Bye Bye | Official Music Video,Entertainment,2 weeks ago,4:10,"1,034,296 views",https://www.youtube.com/watch?v=HbnzT40xFFQ
zn3EDQAH_H0,REPVBLIK - HANYA INGIN KAU TAHU Cover Remember Entertainment,Entertainment,11 days ago,4:29,"47,357 views",https://www.youtube.com/watch?v=zn3EDQAH_H0
fM2qKgwRmYE,"PENAMPILAN NAGITA CANTIK PARAH!! BIKIN SALFOK SATU RUANGAN, RAFFI AJA GAK KEDIP...",Entertainment,3 weeks ago,26:11,"1,278,298 views",https://www.youtube.com/watch?v=fM2qKgwRmYE
rV9qCDa9I4A,Adele's Instagram Live Was Chaotic & Iconic #Shorts,Entertainment,5 months ago,1:00,"8,522,376 views",https://www.youtube.com/watch?v=rV9qCDa9I4A
vipCXMYRBlo,Moyna | Official Music Video || Sayan | Rittika | ZB  || Rounak Entertainment,Entertainment,8 months ago,3:42,"3,041,406 views",https://www.youtube.com/watch?v=vipCXMYRBlo
i7GC8-RQeuA,SEHARIAN MAMA RIETA NGEMALL SAMA ANAK DAN CUCU LENGKAP !! PUUUAAASSS... @Rans Entertainment,Entertainment,12 days ago,12:27,"650,912 views",https://www.youtube.com/watch?v=i7GC8-RQeuA
iJNJVRyYukI,SELINA TESTED –  EPISODE 23 OTUAKA,Entertainment,3 months ago,50:01,"2,947,187 views",https://www.youtube.com/watch?v=iJNJVRyYukI
WJ1BaI1-1gU,[ KERONCONG ] Exist - Mencari Alasan cover Remember Entertainment,Entertainment,1 year ago,4:53,"551,141 views",https://www.youtube.com/watch?v=WJ1BaI1-1gU
5pNlG6OPS2s,"RAFATHAR IKUT BALAPAN BARENG RAFFI !!! ATTA, IRWANSYAH, BILLAR SEMUA KETINGGALAN...",Entertainment,1 month ago,21:48,"1,597,383 views",https://www.youtube.com/watch?v=5pNlG6OPS2s
-9aKdEWqoqI,[ KERONCONG ] Cakra Khan - Kekasih Bayangan cover Remember Entertainment,Entertainment,8 months ago,6:08,"923,521 views",https://www.youtube.com/watch?v=-9aKdEWqoqI
RUQdQuOkOuA,KANGEN BAND - TERBANG BERSAMAKU cover Remember Entertainment,Entertainment,1 month ago,4:02,"237,796 views",https://www.youtube.com/watch?v=RUQdQuOkOuA
y0oVoQ1lM2A,New Entertainment Top Funny Video Best Comedy in 2022 Episode 140 By @MY FAMILY,Entertainment,2 months ago,8:05,"6,460,420 views",https://www.youtube.com/watch?v=y0oVoQ1lM2A
vsqxPrhat7Y,Camorra Entertainment 1 - Tony Colombo e Tina Rispoli: cosa si nasconde dietro la coppia neomelodica,Entertainment,2 years ago,17:47,"954,391 views",https://www.youtube.com/watch?v=vsqxPrhat7Y
QE-I5wxCOsI,REPVBLIK - SELIMUT TETANGGA Cover Remember Entertainment,Entertainment,2 weeks ago,4:17,"49,132 views",https://www.youtube.com/watch?v=QE-I5wxCOsI
yzPYZUYZo4I,HEBOH GENG CENDOL MAIN KE ANDARA!!! NAGITA LANGSUNG PANGGIL LIVE MUSIK & BORONG RESTORAN....,Entertainment,3 weeks ago,25:40,"1,519,720 views",https://www.youtube.com/watch?v=yzPYZUYZo4I
3W2ep4QF_tA,KANGEN BAND - KEMBALI PULANG Cover Remember Entertainment,Entertainment,1 month ago,3:37,"92,629 views",https://www.youtube.com/watch?v=3W2ep4QF_tA
vjXHR9zWObA,বিটিএস নিয়ে কেন এত অভিযোগ? | BTS | Interview on BTS | Somoy Entertainment,Entertainment,3 months ago,5:13,"665,954 views",https://www.youtube.com/watch?v=vjXHR9zWObA
jm2mwfScFmw,Bé gái Xinh 2k5 Ngại Ngùng trước đám đông khi lần đầu gặp Trai đẹp và cái kết ôi con sông quê Hà Nam,Entertainment,3 weeks ago,23:42,"604,228 views",https://www.youtube.com/watch?v=jm2mwfScFmw
1S0g-_k54z8,Yemil x VLA Music - Influencer (Video Oficial),Entertainment,12 days ago,3:20,"2,239,763 views",https://www.youtube.com/watch?v=1S0g-_k54z8
E-yK-7jSIc0,NAGITA KALAP!!! JAJARANS KELILING JAKARTA SAMPAI BAWA MEJA SENDIRI UNTUK JAJAN...,Entertainment,3 weeks ago,21:56,"925,207 views",https://www.youtube.com/watch?v=E-yK-7jSIc0
11A-nCaKmYg,RAFATHAR KEHILANGAN NAGITA DI SINGAPORE!!! SEMUA BINGUNG CARI NAGITA GAK KETEMU....,Entertainment,2 weeks ago,26:33,"823,771 views",https://www.youtube.com/watch?v=11A-nCaKmYg
dLhTIg_LTQg,Ryan Gosling Gives RARE Interview About Eva Mendes and Their Kids,Entertainment,5 months ago,3:13,"566,783 views",https://www.youtube.com/watch?v=dLhTIg_LTQg
AjppPnXok1I,New Entertainment Top Funny Video Best Comedy in 2022 Episode 142 By MY FAMILY,Entertainment,1 month ago,8:28,"6,664,696 views",https://www.youtube.com/watch?v=AjppPnXok1I
dtRPshGNO64,BINTANG EMON DUKUNG PRESIDEN 3 PERIODE?! COLEK DULU MBA NAJWA SHIHAB DEH ! GIRING KAWAL TEROOS!!,Entertainment,2 months ago,30:41,"1,054,890 views",https://www.youtube.com/watch?v=dtRPshGNO64
5omoXKIA05I,DUNIA MILIK BERDUA!!RAFFI TRAKTIR NAGITA BELANJA SEMUA ISI MALL !!!!,Entertainment,2 weeks ago,32:11,"1,285,768 views",https://www.youtube.com/watch?v=5omoXKIA05I
vdfrWt8vg04,"INI RUMAH BUAT RAFATHAR&RAYYANZA!! RAFFI NAGITA SIAPIN DGN VIEW DANAU, MERRY MAU IKUT PINDAH RUMAH",Entertainment,1 month ago,27:13,"776,626 views",https://www.youtube.com/watch?v=vdfrWt8vg04
0F8CKpe4UHc,Chris Rock Makes Will Smith Joke After Dave Chappelle Attacked on Stage,Entertainment,1 month ago,3:36,"1,488,255 views",https://www.youtube.com/watch?v=0F8CKpe4UHc
lajzNPxvjnc,"BARU SAMPE LANGSUNG GEMPOR!!! CUMA NAGITA PULUHAN JAJANAN DICOBAIN, PULUHAN TOKO DIBELANJAIN...",Entertainment,2 weeks ago,19:30,"901,076 views",https://www.youtube.com/watch?v=lajzNPxvjnc
EzVV4rUDhaQ,RAFATHAR NGINEP DIRUMAH BARU FADIL?RAYYANZA DI ASUH SEMALEMAN SAMA RICIS&RYAN DI ULTAH ANAKNYA RUBEN,Entertainment,3 weeks ago,26:43,"1,352,932 views",https://www.youtube.com/watch?v=EzVV4rUDhaQ
7RYBa3b1gl8,TAHAN AIR MATA!! RAFFI JEMPUT ARYA SALOKA DEMI KESEMBUHAN MAMI POPON !!!,Entertainment,2 weeks ago,14:35,"959,053 views",https://www.youtube.com/watch?v=7RYBa3b1gl8
xq9DI-CIc2c,Nụ hôn Cháy Phố đi bộ I Em gái 1m47 Hải Phòng với chàng trai Giàu Có quê Yên Bái và cái kết Bùng nổ,Entertainment,2 months ago,17:35,"2,034,138 views",https://www.youtube.com/watch?v=xq9DI-CIc2c
c8GkV5PLdSI,RIZKY FEBIAN - HINGGA TUA BERSAMA Cover  Remember Entertainment,Entertainment,1 month ago,4:14,"58,814 views",https://www.youtube.com/watch?v=c8GkV5PLdSI
iCW6WGHjMgw,"RAMBUT RAYYANZA BELAH TENGAH!! NAGITA GA BERHENTI NGAKAK , RAYYANZA SIAP KETEMU AMEENA & LESLAR....",Entertainment,1 month ago,26:19,"2,067,333 views",https://www.youtube.com/watch?v=iCW6WGHjMgw
9vBo-LsEPQE,BUNDA LESTI ATAU PAPA BILLAR YA YANG PALING BERISIK PAS DI RANJANG ??!!,Entertainment,4 months ago,19:09,"1,927,369 views",https://www.youtube.com/watch?v=9vBo-LsEPQE
hWGYsXn1ZKE,"KANGEN NGE-MALL!! NAGITA KALAP BELANJA SEMUA TOKO DIMASUKKIN,SAMPAI GAK SANGGUP BAWA BELANJAAN",Entertainment,1 month ago,32:39,"2,486,542 views",https://www.youtube.com/watch?v=hWGYsXn1ZKE
Fc2e33UnPhQ,Nissy Entertainment 2nd LIVE -FINAL- in TOKYO DOME,Entertainment,2 years ago,2:35:45,"5,342,839 views",https://www.youtube.com/watch?v=Fc2e33UnPhQ
HDXExIFpTlQ,"RAFFI NAGITA DADAKAN KE ITALY!!RAYYANZA PERDANA KELILING EROPA,RAFATHAR BOSEN GA MAU IKUT....",Entertainment,1 month ago,24:29,"1,584,484 views",https://www.youtube.com/watch?v=HDXExIFpTlQ
YIPMXqI3UBY,"Nữ sinh 2k3 thích làm Trà Xanh gặp ngay ""Sơn Tùng"" MTP sinh đôi giữa phố đi bộ Hà Nội & Kelly Gaming",Entertainment,2 months ago,24:53,"3,463,139 views",https://www.youtube.com/watch?v=YIPMXqI3UBY
x_4UKmjLB-o,"KANGEN BAND - TENTANG AKU, KAU DAN DIA Cover Remember Entertainment",Entertainment,1 month ago,4:42,"117,605 views",https://www.youtube.com/watch?v=x_4UKmjLB-o
Zwcsl51Vu3w,(ENG SUB) ร้ายนักนะ...รักของมาเฟีย | Unforgotten Night Ep2 (3/4),Entertainment,22 hours ago,13:53,"445,668 views",https://www.youtube.com/watch?v=Zwcsl51Vu3w
hZpoATyfelo,ROMANTIS !! MUDIK NAIK MOBIL BERDUA KE BANDUNG,Entertainment,1 month ago,15:30,"1,342,639 views",https://www.youtube.com/watch?v=hZpoATyfelo
Ogr3D2Qj6f8,SAMBHAVNA SETH ENTERTAINMENT - TUJHE YAAD BADI AAUNGI | Palak Muchhal | Avinash | SS Vlogs | Sanjeev,Entertainment,1 month ago,3:11,"2,447,908 views",https://www.youtube.com/watch?v=Ogr3D2Qj6f8
SF3HVEEEbzg,paris jackson: lighthouse | The Tonight Show Starring Jimmy Fallon,Entertainment,8 days ago,3:37,"284,628 views",https://www.youtube.com/watch?v=SF3HVEEEbzg
n3ZKngkP8g8,RAFFI NAGITA BIKIN ATTA AUREL KALAP!!! SEMUA KEKENYANGAN SAMPE GA BISA JALAN....,Entertainment,2 months ago,19:11,"1,823,932 views",https://www.youtube.com/watch?v=n3ZKngkP8g8
8Dvdah2TA3w,NAGITA BELANJA SEGUNUNG SEBELUM PUASA!!! RAYYANZA IKUT SEHARIAN....,Entertainment,3 months ago,14:58,"3,728,042 views",https://www.youtube.com/watch?v=8Dvdah2TA3w
c9JM2P-41D4,Vishnu Manchu New Movie Title Reveal | Sunny Leone | Paayal Rajput | AVA Entertainment,Entertainment,2 weeks ago,4:39,"464,459 views",https://www.youtube.com/watch?v=c9JM2P-41D4
0Ysh36Dadco,"PHOTOSHOOT BABY VIRAL TERGEMES! NAGITA RAYYANZA BERHASIL KUMPULIN UKKASYA,KENZO,LESLAR ADZAM & ARUNI",Entertainment,1 month ago,24:34,"1,920,838 views",https://www.youtube.com/watch?v=0Ysh36Dadco
zHzGDWtcP8s,Trai Yên Bái Hôn Gái Khét Lẹt I Búp Bê Nấm Lùn 2k3 Kẹo Ngọt hút trai giữa Phố Đi Bộ và cái kết bùng,Entertainment,2 months ago,28:53,"2,484,805 views",https://www.youtube.com/watch?v=zHzGDWtcP8s
VWEB_EPpxE4,Làm Chồng Em Đi I Nữ Sinh 2k6 vã lắm rồi ghép đôi hot boy đẹp trai Hưng Yên & Cái Kết Bế Em Thần Tốc,Entertainment,1 month ago,25:13,"1,297,545 views",https://www.youtube.com/watch?v=VWEB_EPpxE4
-k2jPGApPFg,Cực Phẩm Trai đẹp Anh Công An 2k2 lao vào đám đông ghép đôi với Nữ Sinh 2k3 và Cái kết C.H.Á.Y PHỐ,Entertainment,2 months ago,26:07,"2,225,972 views",https://www.youtube.com/watch?v=-k2jPGApPFg
RgJ2Os7MIdM,"NAGITA MUNGGAHAN SEBELUM PUASA, BORONG RESTORAN BUAT SATU ANDARA...",Entertainment,3 months ago,18:49,"1,388,529 views",https://www.youtube.com/watch?v=RgJ2Os7MIdM
Dds3dc6hlw0,INI MENU MPASI ANAK SULTAN !!! NAGITA BELANJA MPASI RAYYANZA SEKERANJANG PENUH!!!,Entertainment,1 month ago,14:23,"994,701 views",https://www.youtube.com/watch?v=Dds3dc6hlw0
8wn35b4KRt0,Zendaya invited Jung Ho-Yeon to the 'Euphoria' set #shorts,Entertainment,3 months ago,0:31,"4,587,730 views",https://www.youtube.com/watch?v=8wn35b4KRt0
LFQ3LkVF5sM,Build a PC while you still can,Tech,22 hours ago,12:47,"1,221,499 views",https://www.youtube.com/watch?v=LFQ3LkVF5sM
h81ig75oYbc,How Much Do Tour De France Bikes Weigh? | GCN Tech Show Ep. 236,Tech,6 hours ago,19:51,"17,133 views",https://www.youtube.com/watch?v=h81ig75oYbc
nmY2kgWYwyQ,I bought the THINNEST Tech in the world.,Tech,3 months ago,17:15,"9,572,701 views",https://www.youtube.com/watch?v=nmY2kgWYwyQ
_f8Gb-vojoU,INVENTIONS OF THE FUTURE THAT WILL SOON BE AVAILABLE TO EVERYONE,Tech,3 months ago,12:37,"6,369,813 views",https://www.youtube.com/watch?v=_f8Gb-vojoU
VuG4BcghOSg,I bought the BIGGEST Tech in the world.,Tech,6 months ago,19:13,"8,008,817 views",https://www.youtube.com/watch?v=VuG4BcghOSg
L1Kb_ZujBPo,I bought the CHEAPEST Tech in the World 🌍,Tech,10 months ago,23:21,"9,757,195 views",https://www.youtube.com/watch?v=L1Kb_ZujBPo
zFCFe38EIfE,James Dyson Answers Design Questions From Twitter | Tech Support | WIRED,Tech,7 months ago,12:20,"2,694,237 views",https://www.youtube.com/watch?v=zFCFe38EIfE
rFP7rUYtOOg,My Bleeding Edge Tech Stack for 2025,Tech,6 days ago,8:43,"334,770 views",https://www.youtube.com/watch?v=rFP7rUYtOOg
PKATJiyz0iI,10 Coolest Gadgets and Inventions That Will Blow Your Mind,Tech,10 months ago,8:31,"654,969 views",https://www.youtube.com/watch?v=PKATJiyz0iI
bbbQ_X45FaA,10 New Tech Gadgets 2022 | You Can Buy Right Now,Tech,1 month ago,9:28,"46,547 views",https://www.youtube.com/watch?v=bbbQ_X45FaA
kOa2azsFRfA,"JPMorgan downgrades Amazon, Meta, and 24 other tech company stocks",Tech,1 day ago,3:25,"5,564 views",https://www.youtube.com/watch?v=kOa2azsFRfA
_t4ru1_xAH4,STOP! Don’t buy an iPad right now..,Tech,8 days ago,10:59,"104,413 views",https://www.youtube.com/watch?v=_t4ru1_xAH4
4ozYlgOuYis,They told me I was stupid,Tech,11 days ago,11:31,"2,334,365 views",https://www.youtube.com/watch?v=4ozYlgOuYis
UzZ-GhToUwY,RTX 4080 Leaks – What to Expect,Tech,2 days ago,10:54,"162,094 views",https://www.youtube.com/watch?v=UzZ-GhToUwY
1hsWL-fZKBw,Microsoft Surface Laptop Go 2 Full Review!,Tech,2 days ago,7:55,"32,575 views",https://www.youtube.com/watch?v=1hsWL-fZKBw
3GNoelvk6S4,What am I Supposed to Recommend Now??,Tech,3 days ago,11:04,"1,511,659 views",https://www.youtube.com/watch?v=3GNoelvk6S4
-pTGc7cIBIA,My Everyday Tech: 2022!,Tech,5 months ago,14:20,"3,772,715 views",https://www.youtube.com/watch?v=-pTGc7cIBIA
UK5OHUmIgcc,Cool Tech Under $50 - April!,Tech,2 months ago,9:03,"1,347,646 views",https://www.youtube.com/watch?v=UK5OHUmIgcc
STgA3dYavBQ,My Favorite Tech Of The Month!,Tech,11 days ago,13:38,"312,916 views",https://www.youtube.com/watch?v=STgA3dYavBQ
L7e10rcJQZA,9 Tech Gadgets You Can Buy Right Now,Tech,12 days ago,8:11,"17,147 views",https://www.youtube.com/watch?v=L7e10rcJQZA
syB1ezRvKpU,I bought the SMALLEST Tech in the world.,Tech,1 year ago,22:20,"14,815,340 views",https://www.youtube.com/watch?v=syB1ezRvKpU
B0HI0RTZdJw,Cool Tech Under $50 - June!,Tech,3 weeks ago,10:40,"641,942 views",https://www.youtube.com/watch?v=B0HI0RTZdJw
0otpNdZTEbI,Motorola Moto Edge 30 | Unboxing & Full Tour,Tech,2 days ago,16:56,"36,581 views",https://www.youtube.com/watch?v=0otpNdZTEbI
NuheiTNzLd8,The M2 MacBook Pros SLOW SSD is KILLING Performance 😡,Tech,2 days ago,12:23,"100,347 views",https://www.youtube.com/watch?v=NuheiTNzLd8
MevKTPN4ozw,Talking Tech with Elon Musk!,Tech,3 years ago,17:54,"14,791,675 views",https://www.youtube.com/watch?v=MevKTPN4ozw
5rgTFHoO6oY,Why Are Tech Stocks Taking Such a Beating? | WSJ,Tech,9 days ago,6:43,"247,637 views",https://www.youtube.com/watch?v=5rgTFHoO6oY
5JATGoxXX4o,M2 MacBook Pro Review: Real-World TRUTH after 72 Hours!,Tech,2 days ago,9:36,"138,945 views",https://www.youtube.com/watch?v=5JATGoxXX4o
QMWlRWnAZH8,21 HORRIFIC Tech Fails they want you to forget.,Tech,1 year ago,26:19,"15,560,458 views",https://www.youtube.com/watch?v=QMWlRWnAZH8
EaRhaLhhakw,Apple Calls This 'Pro'?,Tech,2 days ago,6:42,"456,314 views",https://www.youtube.com/watch?v=EaRhaLhhakw
EP4Hf63zR6w,WHAT ELSE CAN A JET ENGINE AFTERBURNER DO?!,Tech,1 day ago,38:25,"115,438 views",https://www.youtube.com/watch?v=EP4Hf63zR6w
AEi6oHizhO4,I wasted MORE money on MYSTERY TECH!,Tech,5 days ago,15:41,"431,581 views",https://www.youtube.com/watch?v=AEi6oHizhO4
xrlnMpYGwb8,Keyboard Monitor MYSTERY TECH!,Tech,4 weeks ago,14:28,"769,929 views",https://www.youtube.com/watch?v=xrlnMpYGwb8
MHhg0VCAtqk,11 BEST Travel Tech Gadgets of 2022!!!,Tech,13 days ago,8:05,"12,719 views",https://www.youtube.com/watch?v=MHhg0VCAtqk
d-BdIo8_wpA,Best Tech/EDC Gifts Under $50 for Father's Day! - Gift Guide 2022,Tech,6 months ago,12:18,"414,770 views",https://www.youtube.com/watch?v=d-BdIo8_wpA
fQSiqKbdUMk,ചതിച്ചതാ സാറെ | Trapped In Big Freezer -20 Degree Celsius | M4 Tech |,Tech,2 hours ago,15:09,"79,966 views",https://www.youtube.com/watch?v=fQSiqKbdUMk
QmIcFWu0US0,BIG Issues with M2 MacBook Pro SSDs...,Tech,4 days ago,8:37,"130,553 views",https://www.youtube.com/watch?v=QmIcFWu0US0
8T7nOBno0UM,10 Incredible Tech Gadgets 2022 |  You Must Have,Tech,6 months ago,9:05,"340,482 views",https://www.youtube.com/watch?v=8T7nOBno0UM
2XdUXZO-710,$50 Tech You NEED in 2022!,Tech,4 months ago,16:08,"299,549 views",https://www.youtube.com/watch?v=2XdUXZO-710
gkfLzA4QUQM,"Cool Tech Gadgets 2022 - Sony XM5 Headphones, Portable Projector, Desk Setup Upgrades!",Tech,5 days ago,23:59,"84,654 views",https://www.youtube.com/watch?v=gkfLzA4QUQM
7n0eDNz_jTU,$20 Tech You NEED in 2022!,Tech,4 months ago,14:39,"365,353 views",https://www.youtube.com/watch?v=7n0eDNz_jTU
-njHjebtIg4,When Tech Companies Lie to Us...,Tech,5 months ago,14:23,"3,751,675 views",https://www.youtube.com/watch?v=-njHjebtIg4
srnXkD5gIOk,M1 vs M2 MacBook Pro - ULTIMATE COMPARISON!,Tech,5 days ago,21:18,"213,049 views",https://www.youtube.com/watch?v=srnXkD5gIOk
9V0lXIK9DZQ,How Tech Companies Manipulate the Media ft. MKBHD,Tech,10 months ago,14:25,"5,226,820 views",https://www.youtube.com/watch?v=9V0lXIK9DZQ
SV_4M9R8Ggs,Why Russia Can't Survive Tech Sanctions,Tech,3 months ago,17:24,"2,310,176 views",https://www.youtube.com/watch?v=SV_4M9R8Ggs
OM81SF9lXgk,Crocodile Egg Hatching | ഞാൻ മുതല മുട്ട വിരിയിച്ചു | Sriracha farm | M4 TECH |,Tech,2 days ago,25:40,"1,260,199 views",https://www.youtube.com/watch?v=OM81SF9lXgk
FvB9GN4HpIE,10 GADGETS & Utilities under Rs.300 - Amazon Gadgets 🔥 Top tech,Tech,4 days ago,10:00,"15,597 views",https://www.youtube.com/watch?v=FvB9GN4HpIE
IErvIekMD3U,19 TOXIC Tech Fails that will last Forever.,Tech,6 months ago,29:15,"7,842,896 views",https://www.youtube.com/watch?v=IErvIekMD3U
DcFj6guz3v0,Modern Apartment Tech UPGRADE Tour (2021),Tech,1 year ago,26:00,"1,343,884 views",https://www.youtube.com/watch?v=DcFj6guz3v0
WbA9OSW_WEo,Beatsource Tech: Ecler Are Back! WARM2 Rotary Mixer Review,Tech,2 days ago,14:22,"8,012 views",https://www.youtube.com/watch?v=WbA9OSW_WEo
UzJCcSGmPIw,Tech Week: Widzisz różnicę?,Tech,3 days ago,9:04,"216,483 views",https://www.youtube.com/watch?v=UzJCcSGmPIw
EpTTZ1y_dy8,How Tech Companies Are Redesigning Offices To Lure Workers Back,Tech,4 days ago,10:44,"88,367 views",https://www.youtube.com/watch?v=EpTTZ1y_dy8
khj05EL02CA,TCL C835 4K miniLED TV First Impressions⚡Awesome Cinema Experience On A Budget,Tech,2 days ago,7:38,"92,394 views",https://www.youtube.com/watch?v=khj05EL02CA
v35CHlVj9bM,My Travel Tech Everyday Carry 2022!,Tech,2 weeks ago,10:20,"28,301 views",https://www.youtube.com/watch?v=v35CHlVj9bM
YvZPU-KBCiQ,Paleontologist Answers Dinosaur Questions From Twitter | Tech Support | WIRED,Tech,3 weeks ago,15:52,"797,630 views",https://www.youtube.com/watch?v=YvZPU-KBCiQ
FgtGg2-4S5M,Is Apple ROBBING People with Their SSD & RAM Prices?,Tech,9 days ago,11:14,"70,515 views",https://www.youtube.com/watch?v=FgtGg2-4S5M
mxiEI65M9_M,Free Tech for EVERYONE.,Tech,3 months ago,12:09,"4,234,343 views",https://www.youtube.com/watch?v=mxiEI65M9_M
18fwz9Itbvo,Brewmaster Answers Beer Questions From Twitter | Tech Support | WIRED,Tech,7 months ago,17:46,"847,709 views",https://www.youtube.com/watch?v=18fwz9Itbvo
9HbZ6rT29-A,EP #8 - Goa to Pune Monsoon Drive & Rishi Meeting his Uncle & Aunt in Pune,Tech,3 days ago,32:35,"460,219 views",https://www.youtube.com/watch?v=9HbZ6rT29-A
YuKLpIt4I1U,the anti-tech movement is back.,Tech,2 weeks ago,14:25,"107,245 views",https://www.youtube.com/watch?v=YuKLpIt4I1U
2N_NpYuPXSo,Amazing Tools That Are On Another Level  ▶36,Tech,1 day ago,11:04,"601,836 views",https://www.youtube.com/watch?v=2N_NpYuPXSo
fLzah0DKJVA,I wasted $1567 on Amazon MYSTERY TECH!,Tech,2 months ago,12:40,"741,262 views",https://www.youtube.com/watch?v=fLzah0DKJVA
20IHBRkAERE,What were they thinking?,Tech,4 days ago,15:10,"992,843 views",https://www.youtube.com/watch?v=20IHBRkAERE
QDk_bJh4bpk,My Modern Condo Tour in 2022 + Tech Setup!,Tech,2 months ago,22:33,"174,172 views",https://www.youtube.com/watch?v=QDk_bJh4bpk
xf_ReluPZf4,Unboxing the most EXPENSIVE Mystery Tech...,Tech,7 months ago,16:48,"969,166 views",https://www.youtube.com/watch?v=xf_ReluPZf4
SfmEg6K0jps,11 Coolest Tech Gadgets You Can Buy Right Now,Tech,5 days ago,9:14,"17,443 views",https://www.youtube.com/watch?v=SfmEg6K0jps
nIruCQLxv_M,POCO F4 5G Indian Retail Unit Unboxing & First Impressions⚡Fast & Furious 🏎️,Tech,7 days ago,8:58,"884,684 views",https://www.youtube.com/watch?v=nIruCQLxv_M
-mU7rEpAe10,Trying Gaming MYSTERY TECH...,Tech,4 months ago,16:44,"1,016,327 views",https://www.youtube.com/watch?v=-mU7rEpAe10
4CYGnb__N28,What's in my Travel Bag // Tech + Travel Essentials 2022!,Tech,2 months ago,28:58,"179,817 views",https://www.youtube.com/watch?v=4CYGnb__N28
LOrkbagIpiY,My Massive Tech Unboxing 46.0!,Tech,1 month ago,22:31,"261,169 views",https://www.youtube.com/watch?v=LOrkbagIpiY
wDmxopwcHd8,Cool Tech Under $50 - May!,Tech,1 month ago,9:13,"503,089 views",https://www.youtube.com/watch?v=wDmxopwcHd8
arTsYKBzxUg,BON PLANS TECH & PC GAMER de la SEMAINE #11,Tech,1 day ago,23:33,"19,570 views",https://www.youtube.com/watch?v=arTsYKBzxUg
_cJjWKgaoxI,Cool Tech Under $50 - February!,Tech,4 months ago,10:15,"495,046 views",https://www.youtube.com/watch?v=_cJjWKgaoxI
SjqgLbznQtE,Top 5 - Best Tech/EDC Under $75 - April 2022,Tech,2 months ago,9:05,"196,625 views",https://www.youtube.com/watch?v=SjqgLbznQtE
N3LV_LsX88I,Top Tech 10 Home and Office Gadgets And Accessories Under Rs. 1000 And Rs. 2000,Tech,2 weeks ago,8:33,"60,542 views",https://www.youtube.com/watch?v=N3LV_LsX88I
dOyrx5HOCyY,"Intel Messed Up - WAN Show June 24, 2022",Tech,Streamed 5 days ago,2:17:57,"554,721 views",https://www.youtube.com/watch?v=dOyrx5HOCyY
oipOWHbRs6g,$50 Budget Tech You NEED - Mid 2022!,Tech,3 weeks ago,12:20,"44,989 views",https://www.youtube.com/watch?v=oipOWHbRs6g
g-_hVXzkn0o,Is the tech bubble bursting right now?,Tech,1 month ago,3:06,"565,702 views",https://www.youtube.com/watch?v=g-_hVXzkn0o
AL0nr3OtOuc,This Can Be Your First Laptop⚡Infinix Inbook X1 Slim Unboxing And First Impressions,Tech,2 weeks ago,6:29,"588,696 views",https://www.youtube.com/watch?v=AL0nr3OtOuc
IeOd4_6kI30,The Ultimate Xbox MYSTERY TECH,Tech,4 months ago,12:57,"953,424 views",https://www.youtube.com/watch?v=IeOd4_6kI30
yI19__8tdwQ,"Tech Support vs 10,000 Viruses",Tech,7 days ago,21:41,"366,499 views",https://www.youtube.com/watch?v=yI19__8tdwQ
SsSR23yv9ZE,I wasted $1000 on MYSTERY TECH!,Tech,1 year ago,21:01,"1,686,657 views",https://www.youtube.com/watch?v=SsSR23yv9ZE
ZK43RAc90ZA,I Want to Get Inside You! - Steam Deck Tear Down,Tech,Streamed 4 months ago,1:49:35,"1,526,930 views",https://www.youtube.com/watch?v=ZK43RAc90ZA
FmrauCjKgNw,Save Battery in just 1 Click🔥🔥 *Amazing Android Tips and Tricks 🤩🤩June 2022 | Tamil Tech,Tech,5 days ago,7:36,"128,489 views",https://www.youtube.com/watch?v=FmrauCjKgNw
RZmePljY48U,Renault Megane E-Tech EV60 - Any Good? (ENG) - Test Drive and Review,Tech,6 days ago,14:56,"21,171 views",https://www.youtube.com/watch?v=RZmePljY48U
gqEUFZgLw_Y,The All WALMART Gaming Setup,Tech,4 weeks ago,19:32,"2,254,017 views",https://www.youtube.com/watch?v=gqEUFZgLw_Y
Yn95aStZTJ4,Tiny Changes I found in watchOS 9,Tech,8 days ago,7:20,"18,261 views",https://www.youtube.com/watch?v=Yn95aStZTJ4
KcrX_5iwSl8,Tech House Mix 2022 | JUNE,Tech,4 weeks ago,1:01:14,"156,782 views",https://www.youtube.com/watch?v=KcrX_5iwSl8
DhddmUcmMDw,We Went To Japan to Buy MYSTERY TECH,Tech,2 years ago,16:58,"4,579,347 views",https://www.youtube.com/watch?v=DhddmUcmMDw
oT0zomhL5TY,Summer 2021 Tech House Mix,Tech,1 year ago,1:50:07,"703,671 views",https://www.youtube.com/watch?v=oT0zomhL5TY
5demuSoYzRs,POCO X4 GT..Redmi Note 11T Pro Plus Unboxing & First Impressions⚡World’s Cheapest D8100 Phone😯,Tech,2 weeks ago,8:51,"937,833 views",https://www.youtube.com/watch?v=5demuSoYzRs
WTFahYhsZf0,I bought tech at the dollar store and you should too,Tech,4 months ago,17:43,"2,386,010 views",https://www.youtube.com/watch?v=WTFahYhsZf0
