vid,title,tag,time,duration_min,views,link,view_10k
EaRhaLhhakw,Apple Calls This 'Pro'?,Tech,2 days ago,6.7,"456,314 views",https://www.youtube.com/watch?v=EaRhaLhhakw,45.6314
AEi6oHizhO4,I wasted MORE money on MYSTERY TECH!,Tech,5 days ago,15.683333333333334,"431,581 views",https://www.youtube.com/watch?v=AEi6oHizhO4,43.1581
xrlnMpYGwb8,Keyboard Monitor MYSTERY TECH!,Tech,4 weeks ago,14.466666666666667,"769,929 views",https://www.youtube.com/watch?v=xrlnMpYGwb8,76.9929
MHhg0VCAtqk,11 BEST Travel Tech Gadgets of 2022!!!,Tech,13 days ago,8.083333333333334,"12,719 views",https://www.youtube.com/watch?v=MHhg0VCAtqk,1.2719
d-BdIo8_wpA,Best Tech/EDC Gifts Under $50 for Father's Day! - Gift Guide 2022,Tech,6 months ago,12.3,"414,770 views",https://www.youtube.com/watch?v=d-BdIo8_wpA,41.477
fQSiqKbdUMk,ചതിച്ചതാ സാറെ | Trapped In Big Freezer -20 Degree Celsius | M4 Tech |,Tech,2 hours ago,15.15,"79,966 views",https://www.youtube.com/watch?v=fQSiqKbdUMk,7.9966
QmIcFWu0US0,BIG Issues with M2 MacBook Pro SSDs...,Tech,4 days ago,8.616666666666667,"130,553 views",https://www.youtube.com/watch?v=QmIcFWu0US0,13.0553
8T7nOBno0UM,10 Incredible Tech Gadgets 2022 |  You Must Have,Tech,6 months ago,9.083333333333334,"340,482 views",https://www.youtube.com/watch?v=8T7nOBno0UM,34.0482
2XdUXZO-710,$50 Tech You NEED in 2022!,Tech,4 months ago,16.133333333333333,"299,549 views",https://www.youtube.com/watch?v=2XdUXZO-710,29.9549
7n0eDNz_jTU,$20 Tech You NEED in 2022!,Tech,4 months ago,14.65,"365,353 views",https://www.youtube.com/watch?v=7n0eDNz_jTU,36.5353
-njHjebtIg4,When Tech Companies Lie to Us...,Tech,5 months ago,14.383333333333333,"3,751,675 views",https://www.youtube.com/watch?v=-njHjebtIg4,375.1675
9V0lXIK9DZQ,How Tech Companies Manipulate the Media ft. MKBHD,Tech,10 months ago,14.416666666666666,"5,226,820 views",https://www.youtube.com/watch?v=9V0lXIK9DZQ,522.682
SV_4M9R8Ggs,Why Russia Can't Survive Tech Sanctions,Tech,3 months ago,17.4,"2,310,176 views",https://www.youtube.com/watch?v=SV_4M9R8Ggs,231.0176
FvB9GN4HpIE,10 GADGETS & Utilities under Rs.300 - Amazon Gadgets 🔥 Top tech,Tech,4 days ago,10.0,"15,597 views",https://www.youtube.com/watch?v=FvB9GN4HpIE,1.5597
WbA9OSW_WEo,Beatsource Tech: Ecler Are Back! WARM2 Rotary Mixer Review,Tech,2 days ago,14.366666666666667,"8,012 views",https://www.youtube.com/watch?v=WbA9OSW_WEo,0.8012
UzJCcSGmPIw,Tech Week: Widzisz różnicę?,Tech,3 days ago,9.066666666666666,"216,483 views",https://www.youtube.com/watch?v=UzJCcSGmPIw,21.6483
EpTTZ1y_dy8,How Tech Companies Are Redesigning Offices To Lure Workers Back,Tech,4 days ago,10.733333333333333,"88,367 views",https://www.youtube.com/watch?v=EpTTZ1y_dy8,8.8367
khj05EL02CA,TCL C835 4K miniLED TV First Impressions⚡Awesome Cinema Experience On A Budget,Tech,2 days ago,7.633333333333334,"92,394 views",https://www.youtube.com/watch?v=khj05EL02CA,9.2394
v35CHlVj9bM,My Travel Tech Everyday Carry 2022!,Tech,2 weeks ago,10.333333333333334,"28,301 views",https://www.youtube.com/watch?v=v35CHlVj9bM,2.8301
YvZPU-KBCiQ,Paleontologist Answers Dinosaur Questions From Twitter | Tech Support | WIRED,Tech,3 weeks ago,15.866666666666667,"797,630 views",https://www.youtube.com/watch?v=YvZPU-KBCiQ,79.763
FgtGg2-4S5M,Is Apple ROBBING People with Their SSD & RAM Prices?,Tech,9 days ago,11.233333333333333,"70,515 views",https://www.youtube.com/watch?v=FgtGg2-4S5M,7.0515
mxiEI65M9_M,Free Tech for EVERYONE.,Tech,3 months ago,12.15,"4,234,343 views",https://www.youtube.com/watch?v=mxiEI65M9_M,423.4343
18fwz9Itbvo,Brewmaster Answers Beer Questions From Twitter | Tech Support | WIRED,Tech,7 months ago,17.766666666666666,"847,709 views",https://www.youtube.com/watch?v=18fwz9Itbvo,84.7709
YuKLpIt4I1U,the anti-tech movement is back.,Tech,2 weeks ago,14.416666666666666,"107,245 views",https://www.youtube.com/watch?v=YuKLpIt4I1U,10.7245
2N_NpYuPXSo,Amazing Tools That Are On Another Level  ▶36,Tech,1 day ago,11.066666666666666,"601,836 views",https://www.youtube.com/watch?v=2N_NpYuPXSo,60.1836
fLzah0DKJVA,I wasted $1567 on Amazon MYSTERY TECH!,Tech,2 months ago,12.666666666666666,"741,262 views",https://www.youtube.com/watch?v=fLzah0DKJVA,74.1262
20IHBRkAERE,What were they thinking?,Tech,4 days ago,15.166666666666666,"992,843 views",https://www.youtube.com/watch?v=20IHBRkAERE,99.2843
xf_ReluPZf4,Unboxing the most EXPENSIVE Mystery Tech...,Tech,7 months ago,16.8,"969,166 views",https://www.youtube.com/watch?v=xf_ReluPZf4,96.9166
SfmEg6K0jps,11 Coolest Tech Gadgets You Can Buy Right Now,Tech,5 days ago,9.233333333333333,"17,443 views",https://www.youtube.com/watch?v=SfmEg6K0jps,1.7443
nIruCQLxv_M,POCO F4 5G Indian Retail Unit Unboxing & First Impressions⚡Fast & Furious 🏎️,Tech,7 days ago,8.966666666666667,"884,684 views",https://www.youtube.com/watch?v=nIruCQLxv_M,88.4684
-mU7rEpAe10,Trying Gaming MYSTERY TECH...,Tech,4 months ago,16.733333333333334,"1,016,327 views",https://www.youtube.com/watch?v=-mU7rEpAe10,101.6327
wDmxopwcHd8,Cool Tech Under $50 - May!,Tech,1 month ago,9.216666666666667,"503,089 views",https://www.youtube.com/watch?v=wDmxopwcHd8,50.3089
_cJjWKgaoxI,Cool Tech Under $50 - February!,Tech,4 months ago,10.25,"495,046 views",https://www.youtube.com/watch?v=_cJjWKgaoxI,49.5046
SjqgLbznQtE,Top 5 - Best Tech/EDC Under $75 - April 2022,Tech,2 months ago,9.083333333333334,"196,625 views",https://www.youtube.com/watch?v=SjqgLbznQtE,19.6625
N3LV_LsX88I,Top Tech 10 Home and Office Gadgets And Accessories Under Rs. 1000 And Rs. 2000,Tech,2 weeks ago,8.55,"60,542 views",https://www.youtube.com/watch?v=N3LV_LsX88I,6.0542
oipOWHbRs6g,$50 Budget Tech You NEED - Mid 2022!,Tech,3 weeks ago,12.333333333333334,"44,989 views",https://www.youtube.com/watch?v=oipOWHbRs6g,4.4989
g-_hVXzkn0o,Is the tech bubble bursting right now?,Tech,1 month ago,3.1,"565,702 views",https://www.youtube.com/watch?v=g-_hVXzkn0o,56.5702
AL0nr3OtOuc,This Can Be Your First Laptop⚡Infinix Inbook X1 Slim Unboxing And First Impressions,Tech,2 weeks ago,6.483333333333333,"588,696 views",https://www.youtube.com/watch?v=AL0nr3OtOuc,58.8696
IeOd4_6kI30,The Ultimate Xbox MYSTERY TECH,Tech,4 months ago,12.95,"953,424 views",https://www.youtube.com/watch?v=IeOd4_6kI30,95.3424
FmrauCjKgNw,Save Battery in just 1 Click🔥🔥 *Amazing Android Tips and Tricks 🤩🤩June 2022 | Tamil Tech,Tech,5 days ago,7.6,"128,489 views",https://www.youtube.com/watch?v=FmrauCjKgNw,12.8489
RZmePljY48U,Renault Megane E-Tech EV60 - Any Good? (ENG) - Test Drive and Review,Tech,6 days ago,14.933333333333334,"21,171 views",https://www.youtube.com/watch?v=RZmePljY48U,2.1171
gqEUFZgLw_Y,The All WALMART Gaming Setup,Tech,4 weeks ago,19.533333333333335,"2,254,017 views",https://www.youtube.com/watch?v=gqEUFZgLw_Y,225.4017
Yn95aStZTJ4,Tiny Changes I found in watchOS 9,Tech,8 days ago,7.333333333333333,"18,261 views",https://www.youtube.com/watch?v=Yn95aStZTJ4,1.8261
DhddmUcmMDw,We Went To Japan to Buy MYSTERY TECH,Tech,2 years ago,16.966666666666665,"4,579,347 views",https://www.youtube.com/watch?v=DhddmUcmMDw,457.9347
5demuSoYzRs,POCO X4 GT..Redmi Note 11T Pro Plus Unboxing & First Impressions⚡World’s Cheapest D8100 Phone😯,Tech,2 weeks ago,8.85,"937,833 views",https://www.youtube.com/watch?v=5demuSoYzRs,93.7833
WTFahYhsZf0,I bought tech at the dollar store and you should too,Tech,4 months ago,17.716666666666665,"2,386,010 views",https://www.youtube.com/watch?v=WTFahYhsZf0,238.601
O3OQEVpZDIE,All The Bike Tech We Regret Buying! | GCN Tech Show Ep. 235,Tech,7 days ago,19.3,"106,361 views",https://www.youtube.com/watch?v=O3OQEVpZDIE,10.6361
YfKKjKaaJdE,Why Amazon’s CEO Is Working to Undo A Bezos-Led Overexpansion | Tech News Briefing Podcast | WSJ,Tech,5 days ago,7.35,"191,549 views",https://www.youtube.com/watch?v=YfKKjKaaJdE,19.1549
-AnLVFt7mvA,Why Apple's M2 Pro MacBooks will be BETTER than you think!,Tech,10 days ago,12.133333333333333,"73,392 views",https://www.youtube.com/watch?v=-AnLVFt7mvA,7.3392
JjHNToTj_Ho,5 Tech products that survived the Impossible.,Tech,10 days ago,1.0,"11,633,641 views",https://www.youtube.com/watch?v=JjHNToTj_Ho,1163.3641
BS-jNLkkFnU,Samsung Galaxy A53 5G | Forget the iPhone SE 2022,Tech,3 months ago,7.65,"488,853 views",https://www.youtube.com/watch?v=BS-jNLkkFnU,48.8853
qPKHna_P9zE,Biologist Answers More Biology Questions From Twitter | Tech Support | WIRED,Tech,8 days ago,15.583333333333334,"497,329 views",https://www.youtube.com/watch?v=qPKHna_P9zE,49.7329
yLMGzih8CSE,Dell XPS 15 (2022) Full Review!,Tech,6 days ago,17.266666666666666,"94,262 views",https://www.youtube.com/watch?v=yLMGzih8CSE,9.4262
HZZNjd8VOms,Modern Living Room Setup Tech Transformation 2022,Tech,3 months ago,11.933333333333334,"355,774 views",https://www.youtube.com/watch?v=HZZNjd8VOms,35.5774
rzj8ssvHVMM,"It's Over, Apple. The EU Won.",Tech,3 weeks ago,6.766666666666667,"863,775 views",https://www.youtube.com/watch?v=rzj8ssvHVMM,86.3775
bUmULlGACEI,Dr. Michio Kaku Answers Physics Questions From Twitter | Tech Support | WIRED,Tech,11 months ago,16.316666666666666,"2,605,905 views",https://www.youtube.com/watch?v=bUmULlGACEI,260.5905
e2AeKIzfQus,Jack Harlow - Nail Tech [Official Video],Tech,4 months ago,3.4833333333333334,"32,527,322 views",https://www.youtube.com/watch?v=e2AeKIzfQus,3252.7322
kaIqhJ-BnnA,Top 5 Best Tech Gadgets Under Rs.1000 - Part II⚡Feb 2022,Tech,4 months ago,8.55,"692,573 views",https://www.youtube.com/watch?v=kaIqhJ-BnnA,69.2573
NyqpJX5z9wM,Top 5 Best Tech Gadgets Under Rs.500 | Part 1 ⚡ August 2021,Tech,10 months ago,7.35,"2,495,109 views",https://www.youtube.com/watch?v=NyqpJX5z9wM,249.5109
8YjMIjLLIwA,"NO other PC can match it for $4,000? - M1 Ultra Mac Studio review",Tech,6 days ago,19.966666666666665,"1,365,739 views",https://www.youtube.com/watch?v=8YjMIjLLIwA,136.5739
Ay4qA5emBFw,"Pawn Stars: 7 RARE RETRO-TECH ITEMS (Vintage Computers, Watches, & More!)",Tech,3 months ago,19.1,"1,036,358 views",https://www.youtube.com/watch?v=Ay4qA5emBFw,103.6358
6DYgImG1CKo,Biological Anthropologist Answers Love Questions From Twitter ❤️ | Tech Support | WIRED,Tech,4 months ago,13.35,"2,160,536 views",https://www.youtube.com/watch?v=6DYgImG1CKo,216.0536
EIKnxWxiS3s,Top 10 Desk Setup Tech & Workspace Accessories (2022),Tech,1 month ago,18.933333333333334,"217,783 views",https://www.youtube.com/watch?v=EIKnxWxiS3s,21.7783
0aOF3CKYYrk,This delivery tech is “the closest thing to teleportation” | Freethink,Tech,4 months ago,6.733333333333333,"1,244,371 views",https://www.youtube.com/watch?v=0aOF3CKYYrk,124.4371
5ziraX8V-x0,TikTok Tech Hacks need to STOP,Tech,1 month ago,12.466666666666667,"512,309 views",https://www.youtube.com/watch?v=5ziraX8V-x0,51.2309
g8sjdOjNxIE,Why This Fusion Tech May Be a Geothermal Energy Breakthrough,Tech,9 days ago,18.133333333333333,"581,990 views",https://www.youtube.com/watch?v=g8sjdOjNxIE,58.199
0vxvEf1coZQ,I Built my DREAM Gaming Room,Tech,7 days ago,17.75,"1,615,537 views",https://www.youtube.com/watch?v=0vxvEf1coZQ,161.5537
c4w3uL2xDgw,Mind Blowing Road Technologies You Never Considered,Tech,1 year ago,13.066666666666666,"3,845,795 views",https://www.youtube.com/watch?v=c4w3uL2xDgw,384.5795
sZ_r3z5-DFY,Do TikTok Tech Hacks Work?,Tech,5 months ago,13.066666666666666,"1,052,653 views",https://www.youtube.com/watch?v=sZ_r3z5-DFY,105.2653
hgVnEKSFSeA,"HOW TO TECH HOUSE (Acraze, Fisher, Diplo)",Tech,2 weeks ago,13.483333333333333,"59,669 views",https://www.youtube.com/watch?v=hgVnEKSFSeA,5.9669
IY0gRMpT4AY,Mac Studio FULL Teardown - M1 Ultra chip REVEALED!,Tech,3 months ago,19.516666666666666,"1,124,535 views",https://www.youtube.com/watch?v=IY0gRMpT4AY,112.4535
JAKsh9meogk,Teka Barang Tech,Tech,4 days ago,7.483333333333333,"28,885 views",https://www.youtube.com/watch?v=JAKsh9meogk,2.8885
xcjZvAFBH_Y,This Was Ahead of its Time!,Tech,2 weeks ago,14.05,"3,099,704 views",https://www.youtube.com/watch?v=xcjZvAFBH_Y,309.9704
uMMQbcisins,Mathematician Answers Math Questions From Twitter | Tech Support | WIRED,Tech,4 months ago,17.216666666666665,"1,705,147 views",https://www.youtube.com/watch?v=uMMQbcisins,170.5147
4hEDKbUk03k,Talking Tech With Google CEO Sundar Pichai!!,Tech,1 month ago,9.683333333333334,"138,487 views",https://www.youtube.com/watch?v=4hEDKbUk03k,13.8487
8IHqntr8FjY,"I want to love Apple, but they’re making it hard - Mac Studio SSD Swapping",Tech,2 months ago,16.1,"3,199,540 views",https://www.youtube.com/watch?v=8IHqntr8FjY,319.954
Xg9ihH15Uto,How to Land a 100K/yr Tech Job - 10 Strategies,Tech,5 months ago,11.283333333333333,"496,314 views",https://www.youtube.com/watch?v=Xg9ihH15Uto,49.6314
P63tFSLIPAg,I bought the WEIRDEST Mystery Tech.,Tech,6 months ago,17.816666666666666,"835,000 views",https://www.youtube.com/watch?v=P63tFSLIPAg,83.5
ugtntRVMqFo,PLEASE be good! - Kwumsy P2 Pro Triple Monitor,Tech,10 days ago,14.7,"1,892,058 views",https://www.youtube.com/watch?v=ugtntRVMqFo,189.2058
umCaMAtCrsg,The VR Tech Combatting Loneliness Among Seniors | WSJ,Tech,2 days ago,8.1,"83,564 views",https://www.youtube.com/watch?v=umCaMAtCrsg,8.3564
_OgzVBY5G8o,Meaningless Tech Specs,Tech,3 weeks ago,5.25,"297,080 views",https://www.youtube.com/watch?v=_OgzVBY5G8o,29.708
k8RkyaSHFLM,Apple makes my brain hurt… - Peek Performance Event,Tech,3 months ago,11.716666666666667,"2,411,338 views",https://www.youtube.com/watch?v=k8RkyaSHFLM,241.1338
Q2ysbTVlPdk,Doctor Answers Gut Questions From Twitter | Tech Support | WIRED,Tech,1 month ago,13.55,"831,358 views",https://www.youtube.com/watch?v=Q2ysbTVlPdk,83.1358
unZZDv5l6PA,Tech Journalist Reacts to Weird Amazon Products,Tech,6 days ago,13.833333333333334,"35,884 views",https://www.youtube.com/watch?v=unZZDv5l6PA,3.5884
Rgx8dpiPwpA,a day in the life of an engineer working from home,Tech,1 year ago,8.7,"12,967,939 views",https://www.youtube.com/watch?v=Rgx8dpiPwpA,1296.7939
0FC94Tgz2ho,Dope Tech:  The $3500 Bluetooth Speaker!,Tech,2 years ago,8.816666666666666,"5,712,695 views",https://www.youtube.com/watch?v=0FC94Tgz2ho,571.2695
4u9Y8tr4Zv0,Top 10 Trending Tech Courses For 2022 | Trending Tech Courses In IT | In-Demand Courses |Simplilearn,Tech,6 months ago,11.433333333333334,"194,368 views",https://www.youtube.com/watch?v=4u9Y8tr4Zv0,19.4368
dHc7MW6x0JQ,Fertility Expert Answers Questions From Twitter | Tech Support | WIRED,Tech,5 months ago,18.533333333333335,"1,420,303 views",https://www.youtube.com/watch?v=dHc7MW6x0JQ,142.0303
T3B-bPOcbOY,Crazy Tech You Didn't Know Existed!,Tech,5 months ago,14.733333333333333,"2,603,342 views",https://www.youtube.com/watch?v=T3B-bPOcbOY,260.3342
n5dlcXEQIw0,How YouTube Shorts Became TikTok’s Biggest Rival | Tech News Briefing Podcast | WSJ,Tech,8 days ago,7.683333333333334,"151,302 views",https://www.youtube.com/watch?v=n5dlcXEQIw0,15.1302
TUJKLqRGXuk,Top 5 - Best EDC/Tech Under $50 - June 2022,Tech,10 days ago,8.716666666666667,"140,774 views",https://www.youtube.com/watch?v=TUJKLqRGXuk,14.0774
mrkAmmMakMg,The Nothing Phone LOOKS Different,Tech,9 days ago,6.816666666666666,"6,534,656 views",https://www.youtube.com/watch?v=mrkAmmMakMg,653.4656
9oFQzvPUzeU,Ken Jeong Answers Medical Questions From Twitter | Tech Support | WIRED,Tech,5 years ago,6.35,"41,605,395 views",https://www.youtube.com/watch?v=9oFQzvPUzeU,4160.5395
Qq6rFIOQxWY,Top 8 Upcoming Phones in July 2022 & 8 Reasons Why You Shouldn't Buy One in June!,Tech,5 days ago,9.533333333333333,"16,749 views",https://www.youtube.com/watch?v=Qq6rFIOQxWY,1.6749
8KVTXwJZqiA,"Top 10+ Best Upcoming Mobile Phone Launches In July 2022⚡Under Rs.20K, Rs.30K, Rs.40K & More",Tech,6 days ago,6.966666666666667,"491,044 views",https://www.youtube.com/watch?v=8KVTXwJZqiA,49.1044
9YRUcaZdycE,"moto g82 Unboxing & First Impressions  ⚡ 10-bit pOLED Screen, OIS Camera @ Rs.19,999*!",Tech,3 weeks ago,9.45,"727,547 views",https://www.youtube.com/watch?v=9YRUcaZdycE,72.7547
vLwpinAXf4w,മുതലയെ കറിവെക്കാനായി തായ്‌ലന്റിലേക്ക്| Largest Crocodile Farm | M4 Tech | Sriracha Farm Thailand,Tech,7 days ago,15.066666666666666,"316,719 views",https://www.youtube.com/watch?v=vLwpinAXf4w,31.6719
gzzfgX0TkG0,Cool Tech Under $50 - August!,Tech,10 months ago,10.5,"869,164 views",https://www.youtube.com/watch?v=gzzfgX0TkG0,86.9164
gpLoMzonCX0,HUGE TECH DECK SKATEPARK!,Tech,10 months ago,10.016666666666667,"668,081 views",https://www.youtube.com/watch?v=gpLoMzonCX0,66.8081
igd18IdOcQw,Big Crocodile Grilling | Sriracha farm | വലിയ മുതലയെ കനലിൽ ചുട്ടപ്പോൾ | M4 Tech |,Tech,7 days ago,14.6,"2,162,348 views",https://www.youtube.com/watch?v=igd18IdOcQw,216.2348
w00rk335AWY,எந்த விலையில் என்ன Mobile வாங்கலாம்! 🤳 | Which is Best Mobile Under 10K to 100k Explained | TechBoss,Tech,5 days ago,7.466666666666667,"194,852 views",https://www.youtube.com/watch?v=w00rk335AWY,19.4852
HjZ4POvk14c,Valve Left Me Unsupervised: Steam Deck Hardware Review,Tech,4 months ago,17.633333333333333,"3,325,812 views",https://www.youtube.com/watch?v=HjZ4POvk14c,332.5812
lt_VgPU8cCc,study vlog | preparing for uni & unboxing tons of tech for my desk,Tech,5 days ago,17.783333333333335,"36,837 views",https://www.youtube.com/watch?v=lt_VgPU8cCc,3.6837
TYuJdnn6NyE,Scientists FINALLY Discovered a NEW Way To Travel Faster Than Light!,Tech,3 months ago,10.366666666666667,"3,456,507 views",https://www.youtube.com/watch?v=TYuJdnn6NyE,345.6507
_Yr6CaKstZw,Fake SSD Scams (Worse Than I Thought) - Krazy Ken's Tech Talk,Tech,7 days ago,13.933333333333334,"218,168 views",https://www.youtube.com/watch?v=_Yr6CaKstZw,21.8168
RXvzM9PPEAc,I was FORCED to buy a Chromebook….,Tech,5 months ago,13.083333333333334,"3,681,533 views",https://www.youtube.com/watch?v=RXvzM9PPEAc,368.1533
kXIOuUUZO2s,The Steam Deck is Incomplete,Tech,4 months ago,18.516666666666666,"3,347,196 views",https://www.youtube.com/watch?v=kXIOuUUZO2s,334.7196
zO9hRBRmPi8,Witcher 4: CD Projekt Discusses Using Unreal Engine 5 - Tech Overview,Tech,2 months ago,2.4166666666666665,"882,652 views",https://www.youtube.com/watch?v=zO9hRBRmPi8,88.2652
Cn3_3A_j5-E,POCO F4 vs POCO X4 GT - Unboxing & Impressions! (ft SuperSaf),Tech,7 days ago,13.05,"36,176 views",https://www.youtube.com/watch?v=Cn3_3A_j5-E,3.6176
Wj5aS8cRi_c,Elon Musk's New High-Tech Spacesuit SHOCKS The Entire Industry!,Tech,8 days ago,9.8,"201,941 views",https://www.youtube.com/watch?v=Wj5aS8cRi_c,20.1941
nZTpIXXCIYQ,Ancient Aliens: Sacred Ark Contains Alien Tech (Season 18),Tech,3 months ago,5.016666666666667,"473,816 views",https://www.youtube.com/watch?v=nZTpIXXCIYQ,47.3816
Vn2vdQZhs0w,I Spent $1100 on DisplayPort Cables… for Science!,Tech,5 months ago,11.366666666666667,"1,449,411 views",https://www.youtube.com/watch?v=Vn2vdQZhs0w,144.9411
n2vHm0y1Fik,Apple is FINALLY Bringing Back This LEGENDARY Product!,Tech,1 month ago,10.733333333333333,"429,922 views",https://www.youtube.com/watch?v=n2vHm0y1Fik,42.9922
DDcA0c-Ahq0,Nvidia missed the memo - GeForce RTX 3090 Ti,Tech,3 months ago,10.583333333333334,"1,744,637 views",https://www.youtube.com/watch?v=DDcA0c-Ahq0,174.4637
vRdZ6NvPG5I,The EASIEST Gaming PC Build Ever!,Tech,2 months ago,13.416666666666666,"950,626 views",https://www.youtube.com/watch?v=vRdZ6NvPG5I,95.0626
f9SA25OukyM,Former FBI Agent Answers Body Language Questions From Twitter | Tech Support | WIRED,Tech,1 year ago,19.066666666666666,"3,466,601 views",https://www.youtube.com/watch?v=f9SA25OukyM,346.6601
bnGBqzqA9mo,Sanitation Expert Answers Trash Questions From Twitter | Tech Support | WIRED,Tech,2 months ago,13.733333333333333,"346,715 views",https://www.youtube.com/watch?v=bnGBqzqA9mo,34.6715
kt-UpHI7mmE,"Texas Tech steals home to win the game, a breakdown",Tech,3 months ago,6.283333333333333,"1,557,241 views",https://www.youtube.com/watch?v=kt-UpHI7mmE,155.7241
-EZ_3Tq9a8c,Dope Tech: Weirdest Earbuds I've Ever Tried!,Tech,3 months ago,13.3,"2,455,402 views",https://www.youtube.com/watch?v=-EZ_3Tq9a8c,245.5402
O0gbfvJDsv4,"""The Fastest Gaming CPU in the World"" - Ryzen 7 5800X3D",Tech,2 months ago,10.0,"1,654,144 views",https://www.youtube.com/watch?v=O0gbfvJDsv4,165.4144
enBoNuS2VjU,Please dont make me buy an xbox,Tech,1 month ago,18.833333333333332,"1,878,835 views",https://www.youtube.com/watch?v=enBoNuS2VjU,187.8835
dgEYV2s8Pg4,Biologist Answers Even More Biology Questions From Twitter | Tech Support | WIRED,Tech,6 days ago,12.483333333333333,"233,183 views",https://www.youtube.com/watch?v=dgEYV2s8Pg4,23.3183
m7Pn7_a37W8,Cooling a PC with a 2.5HP Pump,Tech,2 months ago,12.733333333333333,"1,751,472 views",https://www.youtube.com/watch?v=m7Pn7_a37W8,175.1472
-sl0o9YMLH8,"13"" M2 MacBook Pro vs 14"" MacBook Pro - What you NEED to KNOW!",Tech,2 weeks ago,11.733333333333333,"144,052 views",https://www.youtube.com/watch?v=-sl0o9YMLH8,14.4052
HYEmuFnN2zE,Something Crazy Happened During This Unboxing 😯⚡Best Tech Of March '22,Tech,3 months ago,8.416666666666666,"404,890 views",https://www.youtube.com/watch?v=HYEmuFnN2zE,40.489
YCUrphpzEqY,"Anthony gets his Wish - Intel $5,000 Extreme Tech Upgrade",Tech,1 year ago,19.083333333333332,"4,165,468 views",https://www.youtube.com/watch?v=YCUrphpzEqY,416.5468
oUbqpcYi2fE,realme GT 2 Pro Indian Unit Unboxing & First Impressions ⚡ This Flagship Is Made Out Of Paper,Tech,2 months ago,12.65,"1,597,135 views",https://www.youtube.com/watch?v=oUbqpcYi2fE,159.7135
FkZAk93Wt-k,Best Father's Day Gift Guide (Tech/EDC) - 2022,Tech,2 weeks ago,16.866666666666667,"144,629 views",https://www.youtube.com/watch?v=FkZAk93Wt-k,14.4629
IUwqf08-FKU,Veterinarian Answers Pet Questions From Twitter | Tech Support | WIRED,Tech,1 month ago,13.283333333333333,"763,105 views",https://www.youtube.com/watch?v=IUwqf08-FKU,76.3105
Y2aPjR-E49o,J. Kenji López-Alt Answers Cooking Questions From Twitter | Tech Support | WIRED,Tech,2 months ago,17.133333333333333,"501,983 views",https://www.youtube.com/watch?v=Y2aPjR-E49o,50.1983
VhBjwiwgHnM,Elon Musk EMBARRASED NASA With SpaceX High Tech Space Suit,Tech,10 days ago,11.45,"287,876 views",https://www.youtube.com/watch?v=VhBjwiwgHnM,28.7876
hRo7G2pimMY,This Van Is A Cyclist's Dream | We Drove To The Global Bike Festival!,Tech,5 days ago,11.183333333333334,"220,380 views",https://www.youtube.com/watch?v=hRo7G2pimMY,22.038
2xVBAqybA_8,Chemist Answers Chemistry Questions From Twitter | Tech Support | WIRED,Tech,1 month ago,14.0,"147,857 views",https://www.youtube.com/watch?v=2xVBAqybA_8,14.7857
lpcpsCY4Mco,how programmers attend meetings at big tech companies,Tech,9 months ago,0.6333333333333333,"5,134,146 views",https://www.youtube.com/watch?v=lpcpsCY4Mco,513.4146
exPkwc-TXv8,REAL TECH in Anime,Tech,1 month ago,9.2,"42,993 views",https://www.youtube.com/watch?v=exPkwc-TXv8,4.2993
AB68mL3BPRw,OnePlus 10 Pro Indian Unit Unboxing & First Impressions⚡OnePlus Is Back!?,Tech,3 months ago,10.65,"3,321,708 views",https://www.youtube.com/watch?v=AB68mL3BPRw,332.1708
hawCmzxnIK8,Apple M2 Chip Full Performance Benchmarks Revealed! 🤯,Tech,2 weeks ago,8.55,"150,278 views",https://www.youtube.com/watch?v=hawCmzxnIK8,15.0278
WKLRKCVar6Y,Installing 100 Viruses - Calling Tech Support Scammers,Tech,1 month ago,12.916666666666666,"2,538,961 views",https://www.youtube.com/watch?v=WKLRKCVar6Y,253.8961
V1ksYBG2jLs,"Bitcoin is an inflation hedge and a 'Big Tech dominant digital network,' says software company",Tech,3 weeks ago,3.65,"24,862 views",https://www.youtube.com/watch?v=V1ksYBG2jLs,2.4862
1weSZQGGs2k,Micro Crab Riparium Root Bowl (No Filter Low Tech),Tech,4 months ago,9.866666666666667,"423,841 views",https://www.youtube.com/watch?v=1weSZQGGs2k,42.3841
9j-YD11LcLw,Making Intel's Worst Product Better.... And Also Worse,Tech,2 months ago,17.35,"1,618,790 views",https://www.youtube.com/watch?v=9j-YD11LcLw,161.879
ndFtfqpg_9Q,Eminem - Overdrive (feat. Tech N9ne) (2022),Tech,5 months ago,2.783333333333333,"1,844,253 views",https://www.youtube.com/watch?v=ndFtfqpg_9Q,184.4253
CjuO1g1ppPQ,O Vídeo Mais Importante Sobre a Bolha Tech,Tech,1 month ago,9.233333333333333,"96,048 views",https://www.youtube.com/watch?v=CjuO1g1ppPQ,9.6048
EhvBdVNDcAQ,⚡Infinix SENT This 🔥 Budget LAPTOP for Students!! 💻 🤩,Tech,12 days ago,4.816666666666666,"278,471 views",https://www.youtube.com/watch?v=EhvBdVNDcAQ,27.8471
